time;tavg;tmin;tmax;prcp;snow;wdir;wspd;wpgt;pres;tsun
01/01/1950;-2.2;-3.6;0.6;0.0;0.0;;;;;
02/01/1950;1.5;-7.0;2.8;9.4;0.0;;;;;
03/01/1950;2.2;0.9;3.0;3.9;0.0;;;;;
04/01/1950;2.1;0.8;6.9;5.1;0.0;;;;;
05/01/1950;7.1;2.8;8.2;0.6;0.0;;;;;
06/01/1950;5.6;4.0;8.6;0.3;0.0;;;;;
07/01/1950;2.7;0.3;9.0;0.0;0.0;;;;;
08/01/1950;1.8;-3.1;5.0;0.0;0.0;;;;;
09/01/1950;2.9;-2.4;3.3;0.0;0.0;;;;;
10/01/1950;7.9;0.2;7.1;0.0;0.0;;;;;
11/01/1950;7.9;5.1;9.0;0.0;0.0;;;;;
12/01/1950;7.0;4.6;7.7;0.8;0.0;;;;;
13/01/1950;2.0;0.6;3.4;0.0;0.0;;;;;
14/01/1950;2.6;-0.4;4.0;0.0;0.0;;;;;
15/01/1950;4.5;2.6;7.0;0.0;0.0;;;;;
16/01/1950;6.1;3.3;6.6;3.2;0.0;;;;;
17/01/1950;1.6;-0.8;4.6;0.0;0.0;;;;;
18/01/1950;1.0;-0.4;3.6;0.0;0.0;;;;;
19/01/1950;-4.6;-6.1;-4.2;0.0;0.0;;;;;
20/01/1950;-3.8;-7.7;-2.6;0.0;0.0;;;;;
21/01/1950;-2.8;-4.4;-1.1;0.0;0.0;;;;;
22/01/1950;-3.2;-8.8;1.0;0.0;0.0;;;;;
23/01/1950;-2.1;-4.5;-0.5;0.0;0.0;;;;;
24/01/1950;-5.1;-9.4;-2.5;0.0;0.0;;;;;
25/01/1950;-4.0;-10.4;0.4;0.0;0.0;;;;;
26/01/1950;-1.8;-8.5;0.0;0.0;0.0;;;;;
27/01/1950;-1.0;-3.9;1.3;0.0;0.0;;;;;
28/01/1950;-1.8;-3.4;-0.9;0.0;0.0;;;;;
29/01/1950;-2.0;-5.0;-2.2;0.0;0.0;;;;;
30/01/1950;-3.6;-5.4;-2.0;0.0;0.0;;;;;
31/01/1950;-0.4;-8.2;1.8;0.6;0.0;;;;;
01/02/1950;3.1;-3.2;8.2;0.0;0.0;;;;;
02/02/1950;0.6;-4.1;4.4;0.0;0.0;;;;;
03/02/1950;2.7;-3.6;7.0;1.7;0.0;;;;;
04/02/1950;6.7;1.2;8.2;1.3;0.0;;;;;
05/02/1950;6.7;4.1;10.8;1.5;0.0;;;;;
06/02/1950;9.6;4.4;11.5;1.8;0.0;;;;;
07/02/1950;4.6;3.6;6.5;0.0;0.0;;;;;
08/02/1950;5.9;0.7;8.6;6.0;0.0;;;;;
09/02/1950;2.7;1.3;10.3;5.8;0.0;;;;;
10/02/1950;11.1;0.9;13.2;1.9;0.0;;;;;
11/02/1950;7.6;5.0;11.7;4.4;0.0;;;;;
12/02/1950;6.9;4.2;9.8;1.2;0.0;;;;;
13/02/1950;8.8;5.1;13.2;1.0;0.0;;;;;
14/02/1950;3.9;2.8;6.0;0.1;0.0;;;;;
15/02/1950;6.7;0.8;8.0;0.3;0.0;;;;;
16/02/1950;7.4;6.6;12.4;0.0;0.0;;;;;
17/02/1950;6.6;-2.8;14.8;0.0;0.0;;;;;
18/02/1950;6.6;-2.8;15.9;0.0;0.0;;;;;
19/02/1950;8.2;-0.6;16.0;0.0;0.0;;;;;
20/02/1950;10.6;0.9;12.2;1.2;0.0;;;;;
21/02/1950;5.8;6.0;10.6;2.0;0.0;;;;;
22/02/1950;2.6;1.0;8.1;0.0;0.0;;;;;
23/02/1950;6.8;-4.7;9.2;0.6;0.0;;;;;
24/02/1950;9.2;6.9;10.2;2.0;0.0;;;;;
25/02/1950;8.4;4.6;10.2;2.0;0.0;;;;;
26/02/1950;1.4;-0.2;5.3;4.6;0.0;;;;;
27/02/1950;-1.4;-2.0;0.6;0.4;90.0;;;;;
28/02/1950;-2.8;-3.6;1.5;0.0;90.0;;;;;
01/03/1950;-3.5;-5.5;2.2;0.0;0.0;;;;;
02/03/1950;-2.6;-5.2;1.4;0.0;0.0;;;;;
03/03/1950;-0.2;-4.2;6.8;0.0;0.0;;;;;
04/03/1950;3.0;-1.4;6.8;0.1;0.0;;;;;
05/03/1950;3.7;-1.2;10.4;0.0;0.0;;;;;
06/03/1950;6.4;0.5;13.7;0.0;0.0;;;;;
07/03/1950;4.2;0.7;11.4;0.0;0.0;;;;;
08/03/1950;8.4;-2.0;18.1;0.0;0.0;;;;;
09/03/1950;8.6;-0.1;17.2;0.0;0.0;;;;;
10/03/1950;4.8;3.0;9.5;2.5;0.0;;;;;
11/03/1950;5.4;1.0;9.6;0.0;0.0;;;;;
12/03/1950;4.7;3.7;6.8;1.9;0.0;;;;;
13/03/1950;4.1;0.1;7.4;0.0;0.0;;;;;
14/03/1950;6.7;0.7;10.8;0.0;0.0;;;;;
15/03/1950;9.6;4.0;16.0;0.0;0.0;;;;;
16/03/1950;9.5;-0.8;17.5;0.0;0.0;;;;;
17/03/1950;12.8;4.2;19.5;0.4;0.0;;;;;
18/03/1950;10.0;4.4;16.6;0.0;0.0;;;;;
19/03/1950;10.0;2.8;14.8;0.0;0.0;;;;;
20/03/1950;10.4;5.8;16.2;1.3;0.0;;;;;
21/03/1950;9.1;7.1;13.8;0.5;0.0;;;;;
22/03/1950;9.8;3.2;16.9;0.0;0.0;;;;;
23/03/1950;8.5;0.6;15.3;0.0;0.0;;;;;
24/03/1950;10.7;6.6;15.3;1.8;0.0;;;;;
25/03/1950;8.6;3.6;13.9;0.0;0.0;;;;;
26/03/1950;9.4;1.8;14.3;0.0;0.0;;;;;
27/03/1950;7.6;0.6;14.3;0.0;0.0;;;;;
28/03/1950;9.1;0.7;17.8;0.0;0.0;;;;;
29/03/1950;6.2;2.6;14.4;0.0;0.0;;;;;
30/03/1950;5.3;1.4;10.8;0.0;0.0;;;;;
31/03/1950;5.1;0.5;13.2;0.0;0.0;;;;;
01/04/1950;6.6;-2.2;11.0;0.0;0.0;;;;;
02/04/1950;7.5;6.4;10.7;4.4;0.0;;;;;
03/04/1950;6.4;4.0;11.8;0.8;0.0;;;;;
04/04/1950;6.8;2.9;11.0;0.0;0.0;;;;;
05/04/1950;8.0;4.9;11.0;0.3;0.0;;;;;
06/04/1950;5.8;2.9;11.2;0.0;0.0;;;;;
07/04/1950;10.8;-1.4;17.6;0.0;0.0;;;;;
08/04/1950;18.5;0.6;24.8;0.0;0.0;;;;;
09/04/1950;11.6;8.3;18.0;2.1;0.0;;;;;
10/04/1950;8.8;4.6;9.8;1.5;0.0;;;;;
11/04/1950;5.0;3.8;10.4;1.0;0.0;;;;;
12/04/1950;7.6;2.8;10.5;2.3;0.0;;;;;
13/04/1950;7.4;2.0;12.1;0.0;0.0;;;;;
14/04/1950;7.5;-1.0;12.6;2.6;0.0;;;;;
15/04/1950;5.2;5.6;7.0;10.3;0.0;;;;;
16/04/1950;5.7;3.9;9.5;0.0;0.0;;;;;
17/04/1950;6.1;-0.4;13.4;0.0;0.0;;;;;
18/04/1950;11.6;0.7;15.6;0.0;0.0;;;;;
19/04/1950;11.8;6.3;15.9;0.3;0.0;;;;;
20/04/1950;10.6;10.0;16.5;0.2;0.0;;;;;
21/04/1950;10.9;7.7;13.6;9.6;0.0;;;;;
22/04/1950;12.4;10.6;18.2;0.3;0.0;;;;;
23/04/1950;8.9;9.4;11.0;0.4;0.0;;;;;
24/04/1950;6.8;7.0;10.3;1.6;0.0;;;;;
25/04/1950;4.6;2.1;8.0;0.0;0.0;;;;;
26/04/1950;6.7;1.6;12.1;1.1;0.0;;;;;
27/04/1950;6.0;2.9;9.4;1.8;0.0;;;;;
28/04/1950;9.0;0.2;11.0;0.0;0.0;;;;;
29/04/1950;11.1;8.2;14.7;0.0;0.0;;;;;
30/04/1950;14.4;8.4;21.5;0.0;0.0;;;;;
01/05/1950;16.9;5.2;25.8;0.0;0.0;;;;;
02/05/1950;15.7;9.0;22.7;16.9;0.0;;;;;
03/05/1950;11.8;10.8;16.8;0.3;0.0;;;;;
04/05/1950;10.8;7.0;16.4;9.6;0.0;;;;;
05/05/1950;8.7;8.6;13.2;1.0;0.0;;;;;
06/05/1950;11.6;2.2;17.8;6.1;0.0;;;;;
07/05/1950;12.0;10.4;16.7;1.1;0.0;;;;;
08/05/1950;12.0;7.1;18.5;0.0;0.0;;;;;
09/05/1950;15.8;6.6;21.6;0.0;0.0;;;;;
10/05/1950;18.9;12.5;22.8;0.0;0.0;;;;;
11/05/1950;16.6;9.6;21.4;0.0;0.0;;;;;
12/05/1950;19.2;7.5;23.0;0.0;0.0;;;;;
13/05/1950;18.3;8.9;24.3;0.0;0.0;;;;;
14/05/1950;16.2;9.1;23.2;0.0;0.0;;;;;
15/05/1950;16.2;6.8;24.0;0.0;0.0;;;;;
16/05/1950;13.4;7.2;21.8;0.1;0.0;;;;;
17/05/1950;13.5;6.9;18.2;7.5;0.0;;;;;
18/05/1950;14.1;12.7;16.6;2.9;0.0;;;;;
19/05/1950;15.0;11.0;21.4;0.0;0.0;;;;;
20/05/1950;19.3;11.7;28.0;0.0;0.0;;;;;
21/05/1950;20.8;11.4;27.0;0.0;0.0;;;;;
22/05/1950;19.3;16.2;24.0;0.3;0.0;;;;;
23/05/1950;19.7;11.9;26.8;6.0;0.0;;;;;
24/05/1950;18.0;13.6;24.2;0.0;0.0;;;;;
25/05/1950;16.5;9.8;24.8;14.5;0.0;;;;;
26/05/1950;13.3;12.8;18.2;13.4;0.0;;;;;
27/05/1950;14.4;10.8;17.1;3.7;0.0;;;;;
28/05/1950;11.9;10.0;15.8;4.6;0.0;;;;;
29/05/1950;14.5;7.0;20.0;0.0;0.0;;;;;
30/05/1950;17.4;9.3;22.0;0.0;0.0;;;;;
31/05/1950;16.9;9.4;21.4;0.0;0.0;;;;;
01/06/1950;18.0;13.2;22.8;0.0;0.0;;;;;
02/06/1950;19.5;11.0;25.2;0.0;0.0;;;;;
03/06/1950;20.0;9.1;26.2;0.0;0.0;;;;;
04/06/1950;20.3;10.0;28.4;0.0;0.0;;;;;
05/06/1950;22.6;12.0;29.4;0.0;0.0;;;;;
06/06/1950;22.7;10.0;30.4;0.0;0.0;;;;;
07/06/1950;22.3;11.0;31.9;0.0;0.0;;;;;
08/06/1950;23.4;12.7;31.0;0.5;0.0;;;;;
09/06/1950;18.4;14.9;28.0;0.0;0.0;;;;;
10/06/1950;17.8;12.3;24.8;0.0;0.0;;;;;
11/06/1950;20.6;8.8;26.2;0.0;0.0;;;;;
12/06/1950;21.8;11.2;29.1;3.6;0.0;;;;;
13/06/1950;20.1;14.0;24.1;8.1;0.0;;;;;
14/06/1950;17.8;14.4;22.1;9.6;0.0;;;;;
15/06/1950;20.1;13.7;26.2;4.5;0.0;;;;;
16/06/1950;18.8;14.7;24.2;5.8;0.0;;;;;
17/06/1950;17.1;13.4;20.4;6.0;0.0;;;;;
18/06/1950;17.4;12.8;22.4;0.0;0.0;;;;;
19/06/1950;19.3;11.6;25.0;0.0;0.0;;;;;
20/06/1950;22.1;12.0;28.8;0.0;0.0;;;;;
21/06/1950;16.9;14.8;19.1;11.9;0.0;;;;;
22/06/1950;15.8;11.6;21.2;0.0;0.0;;;;;
23/06/1950;16.8;11.0;21.7;7.2;0.0;;;;;
24/06/1950;17.1;9.6;22.5;0.0;0.0;;;;;
25/06/1950;17.0;10.6;23.6;9.8;0.0;;;;;
26/06/1950;17.0;13.4;22.6;0.0;0.0;;;;;
27/06/1950;19.9;12.4;25.2;0.0;0.0;;;;;
28/06/1950;20.9;14.8;27.0;0.0;0.0;;;;;
29/06/1950;23.9;14.7;31.8;0.0;0.0;;;;;
30/06/1950;28.1;17.6;35.2;0.0;0.0;;;;;
01/07/1950;23.5;17.8;26.6;0.4;0.0;;;;;
02/07/1950;22.2;15.6;28.0;0.0;0.0;;;;;
03/07/1950;25.1;17.0;31.7;0.5;0.0;;;;;
04/07/1950;26.4;17.8;34.8;0.0;0.0;;;;;
05/07/1950;23.7;20.6;29.8;0.0;0.0;;;;;
06/07/1950;22.2;17.7;27.6;0.0;0.0;;;;;
07/07/1950;20.0;14.0;24.8;0.0;0.0;;;;;
08/07/1950;20.3;13.9;25.9;0.0;0.0;;;;;
09/07/1950;23.0;11.2;31.6;5.5;0.0;;;;;
10/07/1950;18.4;16.2;24.0;3.0;0.0;;;;;
11/07/1950;18.1;11.8;24.2;0.0;0.0;;;;;
12/07/1950;18.1;11.9;23.0;0.0;0.0;;;;;
13/07/1950;20.8;11.4;27.7;3.0;0.0;;;;;
14/07/1950;17.6;13.2;24.6;16.8;0.0;;;;;
15/07/1950;17.0;13.1;23.2;0.0;0.0;;;;;
16/07/1950;21.2;9.8;28.0;4.3;0.0;;;;;
17/07/1950;20.2;14.9;24.7;0.0;0.0;;;;;
18/07/1950;19.9;11.9;26.6;0.0;0.0;;;;;
19/07/1950;21.7;12.6;28.0;0.0;0.0;;;;;
20/07/1950;22.7;15.6;29.4;0.0;0.0;;;;;
21/07/1950;24.9;15.4;32.6;0.0;0.0;;;;;
22/07/1950;22.7;19.2;33.2;3.9;0.0;;;;;
23/07/1950;18.5;19.2;24.3;10.4;0.0;;;;;
24/07/1950;17.8;15.8;23.0;0.0;0.0;;;;;
25/07/1950;20.0;13.0;26.8;0.0;0.0;;;;;
26/07/1950;22.2;14.0;29.4;0.0;0.0;;;;;
27/07/1950;20.1;16.8;26.4;4.4;0.0;;;;;
28/07/1950;20.1;12.8;26.7;22.4;0.0;;;;;
29/07/1950;18.8;16.4;24.7;0.0;0.0;;;;;
30/07/1950;18.9;11.0;24.8;0.0;0.0;;;;;
31/07/1950;19.1;15.8;24.0;0.0;0.0;;;;;
01/08/1950;20.9;15.8;27.0;0.0;0.0;;;;;
02/08/1950;16.7;13.6;23.3;10.7;0.0;;;;;
03/08/1950;13.4;12.0;18.3;3.8;0.0;;;;;
04/08/1950;14.7;11.9;19.1;0.6;0.0;;;;;
05/08/1950;17.7;15.4;23.2;0.0;0.0;;;;;
06/08/1950;20.5;10.8;25.2;0.0;0.0;;;;;
07/08/1950;19.8;9.4;27.2;0.0;0.0;;;;;
08/08/1950;18.6;13.4;26.3;0.0;0.0;;;;;
09/08/1950;19.6;10.3;28.2;0.0;0.0;;;;;
10/08/1950;23.2;12.2;31.5;3.0;0.0;;;;;
11/08/1950;17.6;15.8;20.6;0.0;0.0;;;;;
12/08/1950;18.8;12.6;23.7;0.0;0.0;;;;;
13/08/1950;18.9;11.8;25.5;0.0;0.0;;;;;
14/08/1950;18.8;12.8;24.7;0.0;0.0;;;;;
15/08/1950;18.8;12.6;27.2;0.0;0.0;;;;;
16/08/1950;17.6;11.6;26.0;4.0;0.0;;;;;
17/08/1950;18.0;16.2;23.0;15.9;0.0;;;;;
18/08/1950;14.5;11.8;21.0;0.0;0.0;;;;;
19/08/1950;15.7;7.0;23.2;0.0;0.0;;;;;
20/08/1950;18.2;9.7;26.4;0.0;0.0;;;;;
21/08/1950;20.5;9.0;30.0;0.0;0.0;;;;;
22/08/1950;22.5;14.6;31.6;0.0;0.0;;;;;
23/08/1950;25.5;14.4;33.6;0.0;0.0;;;;;
24/08/1950;20.4;17.0;23.2;8.6;0.0;;;;;
25/08/1950;19.1;17.0;24.0;1.2;0.0;;;;;
26/08/1950;19.6;16.2;28.0;22.0;0.0;;;;;
27/08/1950;19.1;15.2;23.2;10.4;0.0;;;;;
28/08/1950;21.2;15.7;28.6;27.9;0.0;;;;;
29/08/1950;16.0;14.4;22.0;0.0;0.0;;;;;
30/08/1950;16.6;9.2;24.8;0.0;0.0;;;;;
31/08/1950;17.0;10.2;22.8;17.4;0.0;;;;;
01/09/1950;14.3;13.4;16.8;2.8;0.0;;;;;
02/09/1950;16.0;11.6;20.0;0.0;0.0;;;;;
03/09/1950;13.8;11.2;18.5;2.6;0.0;;;;;
04/09/1950;14.4;11.2;17.8;1.0;0.0;;;;;
05/09/1950;18.0;14.6;21.6;0.0;0.0;;;;;
06/09/1950;19.0;15.6;23.0;0.0;0.0;;;;;
07/09/1950;16.6;14.9;20.6;3.7;0.0;;;;;
08/09/1950;14.0;13.2;19.0;1.0;0.0;;;;;
09/09/1950;15.6;12.8;18.6;4.2;0.0;;;;;
10/09/1950;19.2;16.2;23.2;0.0;0.0;;;;;
11/09/1950;19.4;12.0;25.6;0.0;0.0;;;;;
12/09/1950;17.0;16.2;22.0;0.0;0.0;;;;;
13/09/1950;15.8;7.8;22.0;0.0;0.0;;;;;
14/09/1950;19.1;9.6;27.1;7.0;0.0;;;;;
15/09/1950;16.1;14.8;19.2;9.8;0.0;;;;;
16/09/1950;11.6;11.0;16.2;0.0;0.0;;;;;
17/09/1950;11.4;3.6;17.4;0.0;0.0;;;;;
18/09/1950;13.2;9.7;17.4;0.2;0.0;;;;;
19/09/1950;12.5;9.8;14.4;8.7;0.0;;;;;
20/09/1950;14.4;11.6;16.8;6.1;0.0;;;;;
21/09/1950;10.3;9.8;15.5;3.8;0.0;;;;;
22/09/1950;12.2;7.5;15.8;1.9;0.0;;;;;
23/09/1950;10.4;10.2;13.8;0.4;0.0;;;;;
24/09/1950;13.7;10.8;19.2;0.0;0.0;;;;;
25/09/1950;17.8;8.2;24.2;3.8;0.0;;;;;
26/09/1950;12.8;12.0;15.2;0.0;0.0;;;;;
27/09/1950;11.0;7.2;14.0;0.0;0.0;;;;;
28/09/1950;10.1;5.0;15.8;0.0;0.0;;;;;
29/09/1950;12.3;5.7;18.6;0.0;0.0;;;;;
30/09/1950;13.4;5.0;16.2;0.0;0.0;;;;;
01/10/1950;13.6;12.0;18.0;0.0;0.0;;;;;
02/10/1950;13.8;9.6;17.2;2.1;0.0;;;;;
03/10/1950;11.7;12.0;16.2;0.0;0.0;;;;;
04/10/1950;10.1;4.8;17.2;0.0;0.0;;;;;
05/10/1950;11.3;2.0;17.9;0.0;0.0;;;;;
06/10/1950;13.2;4.5;20.9;0.0;0.0;;;;;
07/10/1950;14.0;5.9;22.0;0.0;0.0;;;;;
08/10/1950;15.0;13.4;17.8;6.3;0.0;;;;;
09/10/1950;12.8;11.8;14.4;1.8;0.0;;;;;
10/10/1950;15.3;10.8;18.0;0.5;0.0;;;;;
11/10/1950;12.1;11.1;17.2;0.0;0.0;;;;;
12/10/1950;9.0;2.4;15.0;0.0;0.0;;;;;
13/10/1950;9.4;1.0;16.9;0.0;0.0;;;;;
14/10/1950;12.0;1.6;20.4;0.0;0.0;;;;;
15/10/1950;12.3;3.8;19.4;0.0;0.0;;;;;
16/10/1950;14.0;7.0;17.2;1.1;0.0;;;;;
17/10/1950;13.7;12.7;18.8;0.0;0.0;;;;;
18/10/1950;12.6;12.0;16.2;0.0;0.0;;;;;
19/10/1950;12.4;7.6;16.4;0.0;0.0;;;;;
20/10/1950;8.9;6.6;12.4;0.0;0.0;;;;;
21/10/1950;9.8;9.0;11.8;0.0;0.0;;;;;
22/10/1950;6.0;1.5;12.6;0.0;0.0;;;;;
23/10/1950;6.7;2.0;11.3;0.0;0.0;;;;;
24/10/1950;6.4;1.6;7.7;0.0;0.0;;;;;
25/10/1950;5.2;2.0;7.0;0.0;0.0;;;;;
26/10/1950;2.6;2.2;4.8;0.0;0.0;;;;;
27/10/1950;2.2;0.7;5.1;0.0;0.0;;;;;
28/10/1950;1.2;-3.0;5.6;0.0;0.0;;;;;
29/10/1950;1.1;-1.0;8.2;0.0;0.0;;;;;
30/10/1950;0.2;-6.4;6.2;0.0;0.0;;;;;
31/10/1950;0.7;-7.6;5.8;0.0;0.0;;;;;
01/11/1950;-0.6;-4.7;0.4;0.0;0.0;;;;;
02/11/1950;7.2;-1.2;9.2;1.0;0.0;;;;;
03/11/1950;6.8;6.6;8.8;4.9;0.0;;;;;
04/11/1950;4.8;4.2;6.8;3.6;0.0;;;;;
05/11/1950;4.5;4.0;6.2;1.8;0.0;;;;;
06/11/1950;4.5;-0.2;6.6;0.0;0.0;;;;;
07/11/1950;4.4;2.2;5.8;0.0;0.0;;;;;
08/11/1950;5.0;0.6;7.7;0.0;0.0;;;;;
09/11/1950;4.7;-1.2;10.0;0.0;0.0;;;;;
10/11/1950;11.1;-1.3;18.2;0.4;0.0;;;;;
11/11/1950;10.6;8.8;14.4;13.1;0.0;;;;;
12/11/1950;8.4;7.4;11.0;1.6;0.0;;;;;
13/11/1950;12.1;5.7;16.6;1.2;0.0;;;;;
14/11/1950;7.8;5.0;9.1;7.7;0.0;;;;;
15/11/1950;5.5;3.3;7.0;1.6;0.0;;;;;
16/11/1950;10.2;1.4;13.0;3.5;0.0;;;;;
17/11/1950;8.8;7.4;11.2;0.4;0.0;;;;;
18/11/1950;5.8;4.8;11.7;0.0;0.0;;;;;
19/11/1950;5.8;-1.4;9.0;22.7;0.0;;;;;
20/11/1950;5.0;4.9;9.0;0.5;0.0;;;;;
21/11/1950;8.2;1.4;10.6;3.4;0.0;;;;;
22/11/1950;7.2;5.8;8.0;8.6;0.0;;;;;
23/11/1950;7.2;3.8;8.9;4.0;0.0;;;;;
24/11/1950;6.5;5.3;7.1;4.5;0.0;;;;;
25/11/1950;5.0;5.2;6.0;5.4;0.0;;;;;
26/11/1950;3.4;2.4;5.0;0.0;0.0;;;;;
27/11/1950;0.6;-0.2;3.2;0.0;0.0;;;;;
28/11/1950;10.1;-2.2;15.3;0.6;0.0;;;;;
29/11/1950;9.2;7.2;12.4;4.2;0.0;;;;;
30/11/1950;6.2;3.8;8.2;0.0;0.0;;;;;
01/12/1950;10.3;2.4;13.2;0.2;0.0;;;;;
02/12/1950;7.3;5.8;13.5;7.4;0.0;;;;;
03/12/1950;5.5;3.2;12.0;1.9;0.0;;;;;
04/12/1950;0.8;-0.8;4.4;0.0;0.0;;;;;
05/12/1950;-1.9;-3.9;0.6;1.2;0.0;;;;;
06/12/1950;-3.7;-8.9;-0.2;0.0;0.0;;;;;
07/12/1950;-5.7;-5.0;-3.4;0.0;0.0;;;;;
08/12/1950;-1.7;-5.0;-0.4;0.0;0.0;;;;;
09/12/1950;-0.3;-1.2;1.0;0.0;100.0;;;;;
10/12/1950;-2.2;-2.5;1.2;0.9;10.0;;;;;
11/12/1950;3.2;-3.4;5.2;3.5;0.0;;;;;
12/12/1950;2.8;1.2;3.5;0.4;0.0;;;;;
13/12/1950;2.3;-0.6;3.6;0.4;0.0;;;;;
14/12/1950;1.8;-0.2;4.2;0.0;0.0;;;;;
15/12/1950;3.6;-0.3;6.2;1.0;0.0;;;;;
16/12/1950;-1.0;-0.6;1.4;1.2;30.0;;;;;
17/12/1950;-2.0;-3.6;0.8;0.0;60.0;;;;;
18/12/1950;0.8;-4.4;1.0;4.0;60.0;;;;;
19/12/1950;-2.6;-2.0;0.0;0.0;60.0;;;;;
20/12/1950;-4.1;-6.0;-3.7;1.9;90.0;;;;;
21/12/1950;-3.0;-4.6;-1.6;1.0;80.0;;;;;
22/12/1950;-3.9;-7.6;-3.0;0.0;70.0;;;;;
23/12/1950;-5.9;-8.2;-3.0;0.0;60.0;;;;;
24/12/1950;-4.3;-5.6;-1.8;0.7;50.0;;;;;
25/12/1950;-1.8;-3.0;-0.8;5.0;70.0;;;;;
26/12/1950;-0.7;-1.4;0.0;2.4;80.0;;;;;
27/12/1950;-1.2;-1.8;0.2;0.0;70.0;;;;;
28/12/1950;-1.8;-3.0;0.0;0.0;60.0;;;;;
29/12/1950;-6.3;-6.4;-4.8;0.1;70.0;;;;;
30/12/1950;-5.2;-8.0;-4.6;0.0;70.0;;;;;
31/12/1950;-2.5;-13.3;-0.9;0.0;80.0;;;;;
01/01/1951;4.2;-5.2;3.6;1.0;50.0;;;;;
02/01/1951;3.2;0.6;2.8;1.6;0.0;;;;;
03/01/1951;2.0;-0.6;2.4;0.0;0.0;;;;;
04/01/1951;4.0;-2.1;3.7;0.0;0.0;;;;;
05/01/1951;5.4;2.0;9.0;0.0;0.0;;;;;
06/01/1951;4.5;0.4;6.6;0.0;0.0;;;;;
07/01/1951;7.4;1.7;9.1;1.0;0.0;;;;;
08/01/1951;4.2;0.5;7.8;0.0;0.0;;;;;
09/01/1951;3.6;1.0;9.2;0.0;0.0;;;;;
10/01/1951;0.8;-5.7;3.8;0.0;0.0;;;;;
11/01/1951;11.1;0.7;10.0;0.6;0.0;;;;;
12/01/1951;4.6;3.2;7.3;1.7;0.0;;;;;
13/01/1951;4.9;1.0;7.4;0.2;0.0;;;;;
14/01/1951;6.8;1.4;8.2;0.0;0.0;;;;;
15/01/1951;5.0;2.0;9.6;2.7;0.0;;;;;
16/01/1951;2.0;-0.4;4.0;0.0;0.0;;;;;
17/01/1951;3.5;-0.8;8.4;1.5;0.0;;;;;
18/01/1951;5.8;3.7;9.0;3.9;0.0;;;;;
19/01/1951;4.2;2.8;9.2;1.6;0.0;;;;;
20/01/1951;7.8;3.4;9.8;0.6;0.0;;;;;
21/01/1951;6.8;7.0;9.6;0.6;0.0;;;;;
22/01/1951;6.3;4.6;7.2;0.0;0.0;;;;;
23/01/1951;5.7;4.2;6.8;0.0;0.0;;;;;
24/01/1951;4.8;0.9;7.8;0.0;0.0;;;;;
25/01/1951;0.9;-1.2;3.2;2.7;0.0;;;;;
26/01/1951;4.0;0.8;4.6;0.7;0.0;;;;;
27/01/1951;1.1;-1.0;2.6;0.0;0.0;;;;;
28/01/1951;3.1;1.0;4.2;0.0;0.0;;;;;
29/01/1951;2.6;2.4;3.6;0.0;0.0;;;;;
30/01/1951;2.4;1.6;3.4;0.0;0.0;;;;;
31/01/1951;2.5;2.0;3.0;0.0;0.0;;;;;
01/02/1951;3.0;1.4;3.8;0.0;0.0;;;;;
02/02/1951;2.7;2.4;6.2;0.0;0.0;;;;;
03/02/1951;1.2;-0.5;4.4;0.0;0.0;;;;;
04/02/1951;7.0;-0.1;10.8;2.0;0.0;;;;;
05/02/1951;4.2;3.8;5.0;6.9;0.0;;;;;
06/02/1951;3.8;0.8;7.2;0.0;0.0;;;;;
07/02/1951;4.9;-0.2;9.8;0.0;0.0;;;;;
08/02/1951;8.0;0.2;8.8;0.0;0.0;;;;;
09/02/1951;7.3;4.4;10.0;0.4;0.0;;;;;
10/02/1951;5.6;3.6;10.0;0.5;0.0;;;;;
11/02/1951;4.5;3.2;6.2;1.9;0.0;;;;;
12/02/1951;4.8;1.6;10.1;0.0;0.0;;;;;
13/02/1951;5.8;2.0;6.0;0.0;0.0;;;;;
14/02/1951;5.0;3.4;8.4;0.7;0.0;;;;;
15/02/1951;4.4;2.0;5.8;2.3;0.0;;;;;
16/02/1951;2.8;-2.6;9.0;0.0;0.0;;;;;
17/02/1951;8.2;-1.2;9.9;2.9;0.0;;;;;
18/02/1951;3.8;3.6;8.4;0.0;0.0;;;;;
19/02/1951;3.8;0.4;8.2;4.7;0.0;;;;;
20/02/1951;9.2;2.0;11.4;1.7;0.0;;;;;
21/02/1951;5.2;3.4;7.6;8.3;0.0;;;;;
22/02/1951;4.2;1.2;7.0;2.2;0.0;;;;;
23/02/1951;3.5;2.8;8.3;0.9;0.0;;;;;
24/02/1951;2.4;-1.6;7.0;0.5;0.0;;;;;
25/02/1951;4.2;1.4;9.0;0.0;0.0;;;;;
26/02/1951;2.1;-2.0;8.2;3.0;0.0;;;;;
27/02/1951;1.1;-1.5;5.6;0.0;0.0;;;;;
28/02/1951;0.5;-1.0;4.1;0.0;0.0;;;;;
01/03/1951;0.4;-3.0;2.2;0.0;0.0;;;;;
02/03/1951;0.2;-1.4;0.6;1.6;0.0;;;;;
03/03/1951;0.5;-4.2;2.1;0.0;0.0;;;;;
04/03/1951;-0.4;-2.2;2.0;0.0;0.0;;;;;
05/03/1951;0.8;-4.5;6.4;0.0;0.0;;;;;
06/03/1951;1.0;-4.8;9.0;0.0;0.0;;;;;
07/03/1951;3.4;-4.6;9.0;0.0;0.0;;;;;
